term_localName,label_en,label_cs,label_de,label_es,label_fr,label_ko,label_nl,label_ru,label_zh-Hans,label_zh-Hant,rdfs_comment_en,rdfs_comment_cs,rdfs_comment_de,rdfs_comment_es,rdfs_comment_fr,rdfs_comment_ko,rdfs_comment_nl,rdfs_comment_ru,rdfs_comment_zh-Hans,rdfs_comment_zh-Hant,dcterms_description_en,dcterms_description_cs,dcterms_description_de,dcterms_description_es,dcterms_description_fr,dcterms_description_ko,dcterms_description_nl,dcterms_description_ru,dcterms_description_zh-Hans,dcterms_description_zh-Hant,examples_en,examples_cs,examples_de,examples_es,examples_fr,examples_ko,examples_nl,examples_ru,examples_zh-Hans,examples_zh-Hant
nameAccordingTo,Name According To,Název podle,,,Nom selon,,,,,學名根據於,"The reference to the source in which the specific taxon concept circumscription is defined or implied - traditionally signified by the Latin ""sensu"" or ""sec."" (from secundum, meaning ""according to""). For taxa that result from identifications, a reference to the keys, monographs, experts and other sources should be given.","Odkaz na zdroj, v němž je definován nebo naznačen konkrétní pojem okruhu vymezení taxonu - tradičně označovaný latinským ""sensu"" nebo ""sec"". (od secundum, což znamená ""podle""). U taxonů, které jsou výsledkem identifikace, by měl být uveden odkaz na klíče, monografie, odborníky a další zdroje.",,,"La référence à la source dans laquelle la délimitation du taxon concept est définie ou suggérée - traditionnellement signifiée par le latin ""sensu"" ou ""sec."" (de secundum qui signifie ""selon""). Pour les taxons résultant d'identifications, une référence aux clés, monographies, experts et autres sources doit être donnée.",,,,,,"This term provides context to the dwc:scientificName. Together with the dwc:scientificName, separated by `sensu` or `sec.`, it forms the taxon concept label, which may be seen as having the same relationship to dwc:taxonConceptID as, for example, dwc:acceptedNameUsage has to dwc:acceptedNameUsageID. When not provided, in Taxon Core data sets the dwc:nameAccordingTo can be taken to be the data set. In this case the data set mostly provides sufficient context to infer the delimitation of the taxon and its relationship with other taxa. In Occurrence Core data sets, when not provided, dwc:nameAccordingTo can be an underlying taxonomy of the data set, e.g. Plants of the World Online (http://powo.science.kew.org/) for vascular plant records in iNaturalist (in which case it should be provided), or, which is the case for most dwc:PreservedSpecimen data sets, the dwc:Identification, in which case there is no further context.","Tento termín poskytuje kontext k dwc:scientificName. Spolu s dwc:scientificName, odděleným znakem `sensu` nebo `sec.`, tvoří označení konceptu taxonu, které lze považovat za označení, které má stejný vztah k dwc:taxonConceptID jako například dwc:acceptedNameUsage k dwc:acceptedNameUsageID. Pokud není uveden, lze v datových sadách jádra taxonu považovat dwc:nameAccordingTo za datovou sadu. V takovém případě datová sada většinou poskytuje dostatečný kontext pro odvození vymezení taxonu a jeho vztahu k jiným taxonům. V případě datových sad Occurrence Core, pokud není uveden, může být dwc:nameAccordingTo základní taxonomií datové sady, např. Plants of the World Online (http://powo.science.kew.org/) pro záznamy cévnatých rostlin v iNaturalist (v takovém případě by měl být uveden), nebo, což je případ většiny datových sad dwc:PreservedSpecimen, dwc:Identification, v takovém případě není k dispozici žádný další kontext.",,,"Ce terme fournit un contexte au dwc:scientificName. Avec le dwc:scientificName, séparé par `sensu` ou `sec.`, il forme l'étiquette du concept de taxon, qui peut être considérée comme ayant la même relation avec dwc:taxonConceptID que, par exemple, dwc:acceptedNameUsage a avec dwc:acceptedNameUsageID. Lorsqu'il n'est pas fourni, dans les jeux de données du Taxon Core, le dwc:nameAccordingTo peut être considéré comme étant lui-même le jeu de données. Dans ce cas, le jeu de données fournit généralement un contexte suffisant pour déduire la délimitation du taxon et sa relation avec d'autres taxons. Dans les jeux de données Occurrence Core, lorsqu'il n'est pas fourni, dwc:nameAccordingTo peut être une taxonomie sous-jacente du jeu de données, par exemple Plants of the World Online (http://powo.science.kew.org/) pour les enregistrements de plantes vasculaires dans iNaturalist (auquel cas il doit être fourni), ou, comme c'est le cas pour la plupart des jeux de données dwc:PreservedSpecimen, le dwc:Identification, auquel cas il n'y a pas d'autre contexte.",,,,,,"`Franz NM, Cardona-Duque J (2013) Description of two new species and phylogenetic reassessment of Perelleschus Wibmer & O’Brien, 1986 (Coleoptera: Curculionidae), with a complete taxonomic concept history of Perelleschus sec. Franz & Cardona-Duque, 2013. Syst Biodivers. 11: 209–236.` (as the full citation of the Franz & Cardona-Duque (2013) in Perelleschus splendida sec. Franz & Cardona-Duque (2013))","`Franz NM, Cardona-Duque J (2013) Description of two new species and phylogenetic reassessment of Perelleschus Wibmer & O'Brien, 1986 (Coleoptera: Curculionidae), with a complete taxonomic concept history of Perelleschus sec. Franz & Cardona-Duque, 2013. Syst Biodivers. 11: 209-236. ` (jako úplná citace Franz & Cardona-Duque (2013) v Perelleschus splendida sec. Franz & Cardona-Duque (2013))",,,"`Franz NM, Cardona-Duque J (2013) Description of two new species and phylogenetic reassessment of Perelleschus Wibmer & O’Brien, 1986 (Coleoptera: Curculionidae), with a complete taxonomic concept history of Perelleschus sec. Franz & Cardona-Duque, 2013. Syst Biodivers. 11: 209–236.` (pour la citation complète de l'article de Franz & Cardona-Duque (2013) dans Perelleschus splendida sec. Franz & Cardona-Duque (2013))",,,,,
nameAccordingToID,Name According To ID,Název podle ID,,,Identifiant du nom selon,,,,,學名根據於ID,An identifier for the source in which the specific taxon concept circumscription is defined or implied. See dwc:nameAccordingTo.,"Identifikátor zdroje, ve kterém je definován nebo naznačen specifický okruh pojmu taxonu. Viz dwc:nameAccordingTo.",,,Un identifiant de la source dans laquelle la circonscription du concept de taxon associé est définie ou sous-entendue. Voir dwc:nameAccordingTo.,,,,,,,,,,,,,,,,,,,,,,,,,
namePublishedIn,Name Published In,Název publikován v,,,Nom publié dans,,,,,學名發表文獻,A reference for the publication in which the dwc:scientificName was originally established under the rules of the associated dwc:nomenclaturalCode.,"Odkaz na publikaci, ve které byl dwc:scientificName původně vytvořen podle pravidel přiřazeného dwc:nomenclaturalCode.",,,Une référence à la publication dans laquelle le dwc:scientificName a été établi à l'origine selon les règles du dwc:nomenclaturalCode associé.,,,,,,"A citation of the first publication of the name in its given combination, not the basionym / original name. Recombinations are often not published in zoology, in which case dwc:namePublishedIn should be empty.","Citace prvního zveřejnění názvu v dané kombinaci, nikoliv basionym / původní název. Rekombinace často nejsou v zoologii publikovány, v takovém případě by dwc:namePublishedIn mělo být prázdné.",,,"Une référence à la première publication du nom dans sa combinaison indiquée, et non le basionyme / nom original. Les recombinaisons ne sont souvent pas publiées en tant que telles en zoologie, auquel cas dwc:namePublishedIn devrait être vide.",,,,,,,,,,,,,,,
namePublishedInID,Name Published In ID,Název publikován v ID,,,Identifiant du travail où un nom est publié,,,,,學名發表文獻ID,An identifier for the publication in which the dwc:scientificName was originally established under the rules of the associated dwc:nomenclaturalCode.,"Identifikátor publikace, ve které byl dwc:scientificName původně vytvořen podle pravidel přiřazeného dwc:nomenclaturalCode.",,,Un identifiant de la publication dans laquelle le dwc:scientificName a été établi à l'origine selon les règles du dwc:nomenclaturalCode associé.,,,,,,"A citation of the first publication of the name in its given combination, not the basionym / original name. Recombinations are often not published in zoology, in which case dwc:namePublishedInID should be empty.","Citace prvního zveřejnění názvu v dané kombinaci, nikoliv basionym / původní název. Rekombinace často nejsou v zoologii publikovány, v takovém případě by dwc:namePublishedInID mělo být prázdné.",,,"Une référence à la première publication du nom dans la combinaison utilisé, pas le basionyme / la combinaison originale. Les recombinaisons ne sont souvent pas publiées en tant que telles en zoologie, auquel cas dwc:namePublishedInID doit être vide.",,,,,,,,,,,,,,,
namePublishedInYear,Name Published In Year,Název publikován v roce,,,Année de publication du nom,,,,,學名發表年份,The four-digit year in which the dwc:scientificName was published.,"Čtyřmístný rok, ve kterém byl dwc:scientificName publikován.",,,L'année en quatre chiffres au cours de laquelle le dwc:scientificName a été publié.,,,,,,,,,,,,,,,,,,,,,,,,,
nomenclaturalCode,Nomenclatural Code,Kód názvosloví,,,Code de nomenclature,,,,,命名代碼,The nomenclatural code (or codes in the case of an ambiregnal name) under which the dwc:scientificName is constructed.,"Kód názvosloví (nebo kódy v případě ambiregnálního názvu), podle kterého je dwc:scientificName vytvořen.",,,"Le code de nomenclature (ou les codes, dans le cas d'un nom appliqué à un taxon dont le Règne est ambigu) régissant le dwc:scientificName.",,,,,,Recommended best practice is to use a controlled vocabulary.,Doporučeným osvědčeným postupem je používat řízený slovník.,,,La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé.,,,,,,,,,,,,,,,
nomenclaturalStatus,Nomenclatural Status,Stav názvosloví,,,Statut nomenclatural,,,,,命名狀態,The status related to the original publication of the name and its conformance to the relevant rules of nomenclature. It is based essentially on an algorithm according to the business rules of the code. It requires no taxonomic opinion.,Stav související s původním zveřejněním názvu a jeho soulad s příslušnými pravidly názvosloví. Je založen v podstatě na algoritmu podle obchodních pravidel kódu. Nevyžaduje žádné taxonomické stanovisko.,,,Le statut lié à la publication originale du nom et à sa conformité aux règles correspondantes en nomenclature. Ce statut est déterminé essentiellement sur un algorithme de prise de décision conforme aux règles du code. Il ne nécessite pas d'opinion taxonomique.,,,,,,,,,,,,,,,,,,,,,,,,,
Occurrence,Occurrence,Výskyt,,,Occurrence,,,,,出現紀錄,An existence of a dwc:Organism at a particular place at a particular time.,Existence dwc:Organism na určitém místě v určitém čase.,,,Existence d'un dwc:Organism à un endroit et à un moment donnés.,,,,,,,,,,,,,,,,,,,,,,,,,
occurrenceID,Occurrence ID,ID Výskytu,,,Identifiant de l'occurrence,,,,,出現紀錄ID,"An identifier for the dwc:Occurrence (as opposed to a particular digital record of the dwc:Occurrence). In the absence of a persistent global unique identifier, construct one from a combination of identifiers in the record that will most closely make the dwc:occurrenceID globally unique.","Identifikátor dwc:Occurrence (na rozdíl od konkrétního digitálního záznamu dwc:Occurrence). Pokud neexistuje trvalý globální jedinečný identifikátor, vytvořte jej z kombinace identifikátorů v záznamu, která bude nejpřesněji zajišťovat globální jedinečnost dwc:occurrenceID.",,,"Un identifiant pour la dwc:Occurrence (par opposition à un enregistrement numérique particulier de la dwc:Occurrence). En l'absence d'un identifiant unique global permanent, en construire un à partir d'une combinaison d'identifiants dans l'enregistrement qui rendra la dwc:Occurrence la plus unique possible à l'échelle globale.",,,,,,"Recommended best practice is to use a persistent, globally unique identifier.","Doporučeným osvědčeným postupem je použití trvalého, globálně jedinečného identifikátoru.",,La práctica recomendada es usar un identificador único global persistente.,La pratique optimale recommandée est d'utiliser un identifiant permanent et unique au niveau mondial (GUI).,,,,,,,,,,,,,,,
occurrenceRemarks,Occurrence Remarks,Záznamy o výskytu,,,Remarques sur l'occurrence,,,,,出現紀錄註記,Comments or notes about the dwc:Occurrence.,Komentáře nebo poznámky k dwc:Occurrence.,,,Commentaires ou notes sur le dwc:Occurence.,,,,,該筆出現紀錄註記、備註。,,,,,,,,,,,,,,,,,,,,
occurrenceStatus,Occurrence Status,Status výskytu,,,Statut de l'occurrence,,,,,出現狀態,A statement about the presence or absence of a dwc:Taxon at a dcterms:Location.,Prohlášení o přítomnosti nebo nepřítomnosti dwc:Taxon v dcterms:Location.,,,Une indication sur la présence ou l'absence d'un dwc:Taxon à une dcterms:Location donnée.,,,,,,"For dwc:Occurrences, the default vocabulary is recommended to consist of `present` and `absent`, but can be extended by implementers with good justification. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","Pro dwc:Occurrences se doporučuje, aby výchozí slovník obsahoval `present` a `absent`, ale implementátoři jej mohou s dobrým odůvodněním rozšířit. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu.",,,"Pour dwc:Occurrences, il est recommandé que le vocabulaire par défaut se compose de `present` (présent) et `absent` (absent), mais il peut être étendu par les implémenteurs avec une bonne justification. Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'une IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères.",,,,,,,,,,,,,,,
order,Order,Řazení,,Orden,Ordre,,,,,目,The full scientific name of the order in which the dwc:Taxon is classified.,"Úplný vědecký název řádu, do kterého je dwc:Taxon zařazen.",,El nombre científico completo del orden en el que se clasifica el dwc:Taxon.,Le nom scientifique complet de l'ordre dans lequel le dwc:Taxon est classé.,,,,,,,,,,,,,,,,,,,,,,,,,
Organism,Organism,Organismus,,,Organisme,,,,,生物體資訊,A particular organism or defined group of organisms considered to be taxonomically homogeneous.,Určitý organismus nebo definovaná skupina organismů považovaná za taxonomicky homogenní.,,,Un organisme particulier ou groupe défini d'organismes considérés comme homogènes sur le plan taxonomique.,,,,,,"Instances of the dwc:Organism class are intended to facilitate linking one or more dwc:Identification instances to one or more dwc:Occurrence instances. Therefore, things that are typically assigned scientific names (such as viruses, hybrids, and lichens) and aggregates whose dwc:Occurrences are typically recorded (such as packs, clones, and colonies) are included in the scope of this class.","Instance třídy dwc:Organism jsou určeny k usnadnění propojení jedné nebo více instancí dwc:Identification s jednou nebo více instancemi dwc:Occurrence. Proto jsou do rozsahu této třídy zahrnuty věci, kterým se obvykle přiřazují vědecká jména (jako jsou viry, kříženci a lišejníky), a agregáty, jejichž výskyt se obvykle zaznamenává v dwc:Occurrences (jako jsou smečky, klony a kolonie).",,,"Les instances de la classe dwc:Organism sont destinées à faciliter l'établissement de liens entre une ou plusieurs instances de dwc:Identification et une ou plusieurs instances de dwc:Occurrence. Par conséquent, les éléments auxquels on attribue généralement des noms scientifiques (tels que les virus, les hybrides et les lichens) et les agrégats dont les dwc:Occurrences sont généralement enregistrées (tels que les meutes, les clones et les colonies) sont inclus dans le champ d'application de cette classe.",,,,,,,,,,,,,,,
